"","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.DATE","high.end"
"14634",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,45,NA,"D4","20 WEST 77TH STREET, 5A","",10024,0,0,0,"0","0",1926,2,"D4","09/11/2019","1"
"14635",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,45,NA,"D4","20 WEST 77TH STREET, 5A","",10024,0,0,0,"0","0",1926,2,"D4","09/11/2019","1"
"14636",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,45,NA,"D4","20 WEST 77TH STREET, 6A","",10024,0,0,0,"0","0",1926,2,"D4","01/14/2019","1"
"14637",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,45,NA,"D4","20 WEST 77TH STREET, 6A","",10024,0,0,0,"0","0",1926,2,"D4","01/14/2019","1"
"14638",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 15F","",10024,0,0,0,"0","0",1928,2,"D4","08/28/2019","0"
"14640",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 11A","",10024,0,0,0,"0","0",1928,2,"D4","08/27/2019","0"
"14641",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 11A","",10024,0,0,0,"0","0",1928,2,"D4","08/27/2019","0"
"14642",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 1E","",10024,0,0,0,"0","0",1928,2,"D4","08/14/2019","0"
"14646",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 3A","",10024,0,0,0,"0","0",1928,2,"D4","05/22/2019","0"
"14647",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 3A","",10024,0,0,0,"0","0",1928,2,"D4","05/22/2019","0"
"14648",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 16F","",10024,0,0,0,"0","0",1928,2,"D4","11/20/2018","1"
"14649",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 16F","",10024,0,0,0,"0","0",1928,2,"D4","11/20/2018","1"
"14650",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 1A","",10024,0,0,0,"0","0",1928,2,"D4","11/19/2018","0"
"14651",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,50,NA,"D4","40 WEST 77TH STREET, 1A","",10024,0,0,0,"0","0",1928,2,"D4","11/19/2018","0"
"14652",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,55,NA,"D4","44 WEST 77TH STREET, 12E","",10024,0,0,0,"0","0",1909,2,"D4","04/18/2019","0"
"14653",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,55,NA,"D4","44 WEST 77TH STREET, 12E","",10024,0,0,0,"0","0",1909,2,"D4","04/18/2019","0"
"14654",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,55,NA,"D4","44 WEST 77TH STREET, 1W","",10024,0,0,0,"0","0",1909,2,"D4","03/06/2019","0"
"14655",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1129,55,NA,"D4","44 WEST 77TH STREET, 1W","",10024,0,0,0,"0","0",1909,2,"D4","03/06/2019","0"
"14656",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66 STREET, 8Y","",10023,0,0,0,"0","0",1962,2,"D4","09/14/2019","0"
"14657",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 21G","",10023,0,0,0,"0","0",1962,2,"D4","08/12/2019","0"
"14659",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 5-L","",10023,0,0,0,"0","0",1962,2,"D4","07/25/2019","0"
"14660",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 14Q","",10023,0,0,0,"0","0",1962,2,"D4","07/23/2019","0"
"14661",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66 STREET, 3Q","",10023,0,0,0,"0","0",1962,2,"D4","07/11/2019","0"
"14663",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 17D","",10023,0,0,0,"0","0",1962,2,"D4","05/17/2019","0"
"14664",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 3W","",10023,0,0,0,"0","0",1962,2,"D4","03/08/2019","0"
"14665",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 21C","",10023,0,0,0,"0","0",1962,2,"D4","03/06/2019","0"
"14666",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 8F","",10023,0,0,0,"0","0",1962,2,"D4","02/28/2019","0"
"14667",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 21A","",10023,0,0,0,"0","0",1962,2,"D4","01/31/2019","0"
"14668",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 17L","",10023,0,0,0,"0","0",1962,2,"D4","01/30/2019","0"
"14669",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 9C","",10023,0,0,0,"0","0",1962,2,"D4","01/04/2019","0"
"14670",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 W 66TH STREET, PHB","",10023,0,0,0,"0","0",1962,2,"D4","12/04/2018","0"
"14672",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,1,NA,"D4","165 WEST 66TH STREET, 15A","",10023,0,0,0,"0","0",1962,2,"D4","10/02/2018","0"
"14673",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 19A","",10023,0,0,0,"0","0",1975,2,"D4","08/07/2019","0"
"14674",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 26F","",10023,0,0,0,"0","0",1975,2,"D4","07/08/2019","0"
"14675",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 19G","",10023,0,0,0,"0","0",1975,2,"D4","06/14/2019","0"
"14676",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 21C","",10023,0,0,0,"0","0",1975,2,"D4","05/10/2019","0"
"14677",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 W 67 ST, 6K","",10023,0,0,0,"0","0",1975,2,"D4","12/20/2018","0"
"14678",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 21FG","",10023,0,0,0,"0","0",1975,2,"D4","12/20/2018","0"
"14680",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 5F","",10023,0,0,0,"0","0",1975,2,"D4","10/18/2018","0"
"14681",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1138,53,NA,"D4","130 WEST 67TH STREET, 5G","",10023,0,0,0,"0","0",1975,2,"D4","10/18/2018","0"
"14682",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 82B","",10023,0,0,0,"0","0",1905,2,"D4","09/25/2019","0"
"14686",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69 STREET, 109A","",10023,0,0,0,"0","0",1905,2,"D4","08/22/2019","0"
"14687",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 29A","",10023,0,0,0,"0","0",1905,2,"D4","07/11/2019","0"
"14688",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 82B","",10023,0,0,0,"0","0",1905,2,"D4","04/02/2019","0"
"14690",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 67","",10023,0,0,0,"0","0",1905,2,"D4","03/07/2019","0"
"14691",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 116B","",10023,0,0,0,"0","0",1905,2,"D4","01/31/2019","0"
"14692",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET","",10023,0,0,0,"0","0",1905,2,"D4","10/25/2018","0"
"14693",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1140,46,NA,"D4","140 WEST 69TH STREET, 119A","",10023,0,0,0,"0","0",1905,2,"D4","10/25/2018","0"
"14695",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1141,37,NA,"D4","114 WEST 70TH ST, 6C","",10023,0,0,0,"0","0",1922,2,"D4","09/27/2019","0"
"14696",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1141,37,NA,"D4","114 WEST 70TH STREET, 5B","",10023,0,0,0,"0","0",1922,2,"D4","12/27/2018","0"
"14698",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1142,48,NA,"D4","140 WEST 71ST STREET, 8H","",10023,0,0,0,"0","0",1920,2,"D4","03/28/2019","0"
"14701",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1143,39,NA,"D4","118 WEST 72ND STREET, 202","",10023,0,0,0,"0","0",1915,2,"D4","02/27/2019","0"
"14702",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1143,39,NA,"D4","118 WEST 72ND STREET, 504","",10023,0,0,0,"0","0",1915,2,"D4","02/27/2019","0"
"14703",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1144,24,NA,"D4","121 WEST 72ND STREET, 8A","",10023,0,0,0,"0","0",1926,2,"D4","04/11/2019","0"
"14704",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1144,43,NA,"D4","126 WEST 73RD STREET, 3D","",10023,0,0,0,"0","0",1915,2,"D4","08/09/2019","0"
"14705",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1145,1,NA,"D4","175 WEST 73RD STREET, 10D","",10023,0,0,0,"0","0",1924,2,"D4","08/26/2019","0"
"14707",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1145,29,NA,"D4","105 WEST 73RD STREET, 6D","",10023,0,0,0,"0","0",1920,2,"D4","09/09/2019","0"
"14708",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1145,29,NA,"D4","105 WEST 73 STREET, 5A","",10023,0,0,0,"0","0",1920,2,"D4","07/29/2019","0"
"14710",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1145,61,NA,"D4","170 WEST 74TH STREET, 607","",10023,0,0,0,"0","0",1913,2,"D4","06/18/2019","0"
"14712",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1146,8,NA,"D4","151 WEST 74TH STREET, 8C","",10023,0,0,0,"0","0",1923,2,"D4","10/15/2018","0"
"14713",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1146,18,NA,"D4","123 WEST 74TH STREET, 6D","",10023,0,0,0,"0","0",1925,2,"D4","08/15/2019","0"
"14714",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1147,56,NA,"D4","166 WEST 76TH STREET, 6E","",10023,0,0,0,"0","0",1900,2,"D4","09/10/2019","0"
"14715",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1147,56,NA,"D4","166 WEST 76TH STREET, 2D","",10023,0,0,0,"0","0",1900,2,"D4","06/06/2019","0"
"14716",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1147,56,NA,"D4","166 WEST 76TH STREET, 1F","",10023,0,0,0,"0","0",1900,2,"D4","01/29/2019","0"
"14717",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1148,56,NA,"D4","160 WEST 77 STREET, PH1","",10024,0,0,0,"0","0",1927,2,"D4","07/16/2019","0"
"14718",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1148,56,NA,"D4","160 WEST 77TH STREET, 3D","",10024,0,0,0,"0","0",1927,2,"D4","03/25/2019","0"
"14719",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1148,56,NA,"D4","160 WEST 77TH STREET, 6B","",10024,0,0,0,"0","0",1927,2,"D4","12/05/2018","0"
"14721",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1150,37,NA,"D4","118 WEST 79TH STREET, 4A","",10024,0,0,0,"0","0",1925,2,"D4","02/08/2019","1"
"14722",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1150,56,NA,"D4","164 WEST 79TH STREET, 11D","",10024,0,0,0,"0","0",1925,2,"D4","08/27/2019","1"
"14723",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,1,NA,"D4","230 WEST END AVENUE, 7A","",10023,0,0,0,"0","0",1927,2,"D4","03/01/2019","0"
"14726",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,12,NA,"D4","243 WEST 70TH STREET, 6B","",10023,0,0,0,"0","0",1926,2,"D4","07/25/2019","0"
"14727",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,12,NA,"D4","243 WEST 70TH STREET, 4D","",10023,0,0,0,"0","0",1926,2,"D4","05/01/2019","0"
"14728",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,16,NA,"D4","235 WEST 70TH STREET, 2C","",10023,0,0,0,"0","0",1965,2,"D4","09/12/2019","0"
"14729",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,20,NA,"D4","225 WEST 70TH STREET, 4D","",10023,0,0,0,"0","0",1975,2,"D4","05/20/2019","0"
"14731",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 5K","",10023,0,0,0,"0","0",1971,2,"D4","09/25/2019","0"
"14733",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 26B","",10023,0,0,0,"0","0",1971,2,"D4","09/05/2019","1"
"14734",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 11F","",10023,0,0,0,"0","0",1971,2,"D4","09/04/2019","0"
"14735",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 11E","",10023,0,0,0,"0","0",1971,2,"D4","09/04/2019","0"
"14736",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 10B","",10023,0,0,0,"0","0",1971,2,"D4","07/23/2019","0"
"14737",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 6D","",10023,0,0,0,"0","0",1971,2,"D4","07/18/2019","0"
"14738",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 38B","",10023,0,0,0,"0","0",1971,2,"D4","07/09/2019","0"
"14739",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 11G","",10023,0,0,0,"0","0",1971,2,"D4","06/20/2019","0"
"14740",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 24E","",10023,0,0,0,"0","0",1971,2,"D4","06/20/2019","0"
"14741",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70 ST, 3G","",10023,0,0,0,"0","0",1971,2,"D4","06/19/2019","0"
"14743",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70 STREET, 22A","",10023,0,0,0,"0","0",1971,2,"D4","06/04/2019","0"
"14744",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 40G","",10023,0,0,0,"0","0",1971,2,"D4","03/01/2019","0"
"14745",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 3C","",10023,0,0,0,"0","0",1971,2,"D4","02/14/2019","0"
"14746",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 W 70TH ST, 9E","",10023,0,0,0,"0","0",1971,2,"D4","11/13/2018","0"
"14749",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 20G","",10023,0,0,0,"0","0",1971,2,"D4","10/09/2018","0"
"14750",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1162,29,NA,"D4","201 WEST 70TH STREET, 27K","",10023,0,0,0,"0","0",1971,2,"D4","10/02/2018","0"
"14751",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1163,1,NA,"D4","246 WEST END AVENUE, 4DE","",10023,0,0,0,"0","0",1912,2,"D4","06/04/2019","0"
"14752",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1163,1,NA,"D4","246 WEST END AVENUE, 8B","",10023,0,0,0,"0","0",1912,2,"D4","03/07/2019","0"
"14753",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1163,1,NA,"D4","246 WEST END AVENUE, 6B","",10023,0,0,0,"0","0",1912,2,"D4","10/26/2018","0"
"14755",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1163,61,NA,"D4","260 WEST END AVE, 12C","",10023,0,0,0,"0","0",1925,2,"D4","05/14/2019","0"
"14757",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1163,61,NA,"D4","260 WEST END AVENUE, 4D","",10023,0,0,0,"0","0",1925,2,"D4","01/03/2019","0"
"14759",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1165,4,NA,"D4","290 WEST END AVENUE, 6A","",10023,0,0,0,"0","0",1925,2,"D4","06/03/2019","1"
"14760",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,1,NA,"D4","300 WEST END AVENUE, 4B","",10023,0,0,0,"0","0",1917,2,"D4","06/21/2019","1"
"14763",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,6,NA,"D4","251 WEST 74TH STREET, 3A","",10023,0,0,0,"0","0",1948,2,"D4","05/08/2019","0"
"14764",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,7,NA,"D4","245 WEST 74TH STREET, 4C","",10023,0,0,0,"0","0",1924,2,"D4","05/22/2019","0"
"14765",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,58,NA,"D4","250 WEST 75TH STREET, 6D","",10023,0,0,0,"0","0",1922,2,"D4","05/31/2019","0"
"14766",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,58,NA,"D4","250 WEST 75TH STREET, 1B","",10023,0,0,0,"0","0",1922,2,"D4","01/11/2019","0"
"14768",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,61,NA,"D4","310 WEST END AVENUE, 11C","",10023,0,0,0,"0","0",1925,2,"D4","05/07/2019","0"
"14769",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,61,NA,"D4","310 WEST END AVENUE, 7D","",10023,0,0,0,"0","0",1925,2,"D4","01/10/2019","0"
"14770",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,61,NA,"D4","310 WEST END AVENUE, 7B","",10023,0,0,0,"0","0",1925,2,"D4","12/13/2018","1"
"14772",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1166,154,NA,"D4","240 WEST 75TH STREET, 6A","",10023,0,0,0,"0","0",1920,2,"D4","09/20/2019","0"
"14773",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,1,NA,"D4","320 WEST END AVENUE, 6A","",10023,0,0,0,"0","0",1924,2,"D4","01/31/2019","0"
"14776",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 18E","",10023,0,0,0,"0","0",1931,2,"D4","08/21/2019","0"
"14777",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 5D","",10023,0,0,0,"0","0",1931,2,"D4","08/15/2019","0"
"14778",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 5D","",10023,0,0,0,"0","0",1931,2,"D4","08/15/2019","0"
"14779",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 13D","",10023,0,0,0,"0","0",1931,2,"D4","04/26/2019","0"
"14780",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 13D","",10023,0,0,0,"0","0",1931,2,"D4","04/26/2019","0"
"14781",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 15F","",10023,0,0,0,"0","0",1931,2,"D4","02/01/2019","0"
"14782",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 15F","",10023,0,0,0,"0","0",1931,2,"D4","02/01/2019","0"
"14783",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 15F","",10023,0,0,0,"0","0",1931,2,"D4","02/01/2019","0"
"14784",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,61,NA,"D4","336 WEST END AVENUE, 15F","",10023,0,0,0,"0","0",1931,2,"D4","02/01/2019","0"
"14786",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1167,64,NA,"D4","330 WEST END AVENUE, 2A","",10023,0,0,0,"0","0",1916,2,"D4","04/03/2019","0"
"14787",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1168,22,NA,"D4","2166 BROADWAY, 20E","",10024,0,0,0,"0","0",1930,2,"D4","08/20/2019","0"
"14788",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1168,22,NA,"D4","2166 BROADWAY, 19A","",10024,0,0,0,"0","0",1930,2,"D4","05/06/2019","0"
"14790",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1169,37,NA,"D4","210 WEST 78TH, 8D","",10024,0,0,0,"0","0",1926,2,"D4","05/10/2019","0"
"14792",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1170,23,NA,"D4","215 WEST 78 STREET, 2C","",10024,0,0,0,"0","0",1926,2,"D4","08/27/2019","0"
"14793",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1170,23,NA,"D4","215 W 78TH STREET, 4C","",10024,0,0,0,"0","0",1926,2,"D4","01/26/2019","0"
"14795",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1179,19,NA,"D4","303 WEST 66TH ST, 8FE","",10023,0,0,0,"0","0",1962,2,"D4","09/25/2019","0"
"14797",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1179,19,NA,"D4","303 WEST 66TH STREET, 7EW","",10023,0,0,0,"0","0",1962,2,"D4","09/20/2019","0"
"14799",1,"UPPER WEST SIDE (59-79)","10 COOPS - ELEVATOR APARTMENTS","2",1179,19,NA,"D4","303 WEST 66TH STREET, 3GW","",10023,0,0,0,"0","0",1962,2,"D4","09/10/2019","0"
